college,college_code,course,course_code,regulation,semester,subject_code,subject_name,credits,category,elective_type,record_type
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,1,21LEH101T,Communicative English,3,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,1,21MAB101T,Calculus and Linear Algebra,4,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,1,21PYB102J,Semiconductor Physics and Computational,5,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,1,21MES102L,Engineering Graphics and Design,2,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,1,21EES101T,Electrical and Electronics Engineering,4,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,1,21CSS101J,Programming for Problem Solving,4,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,1,21CYM101T,Environmental Science,0,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,1,21PDM101L,Professional Skills and Practices,0,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,1,21LEM101T,Constitution of India,0,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,3,21MAB206T,Numerical Methods and Analysis,4,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,3,21CSS201T,Computer Organization and Architecture,4,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,3,21CSC201J,Data Structures and Algorithms,4,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,3,21CSC202J,Operating Systems,4,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,3,21LEM201T,Professional Ethics,0,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,3,21PDM201L,Verbal Reasoning,0,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,5,21MAB302T,Discrete Mathematics,4,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,5,21CSC301T,Formal Language and Automata,3,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,5,21CSC302J,Computer Networks,4,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,5,21CSC313J,Cloud Computing for IOT,3,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,5,21GNP301L,Community Connect,1,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,5,21PDM301L,Analytical and Logical Thinking Skills,0,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,5,21LEM301T,Indian Art Form,0,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,2,21LEH102T,,,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,2,21LEH103T,,,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,2,21LEH104T,,,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,2,21LEH105T,,,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,2,21LEH107T,,,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,2,21MAB102T,Advanced Calculus and Complex Analysis,4,,,core
SRM Institute of Science and Technology,SRM,Computer Science Engineering (Internet of Things),CSE-IOT,R2021,2,21CYB101J,Chemistry,5,,,core
